County,State,Cases - last 7 days per 100k,% total pop fully vaccinated,Vaccination county reporting completeness,Data as of date
Woodson County,KS,suppressed,32.2,93.4,2021-07-30
Wyandotte County,KS,279.27,38.2,93.4,2021-07-30
Adair County,KY,249.97,28.7,93.4,2021-07-30
Allen County,KY,276.80,31.6,93.4,2021-07-30
Anderson County,KY,175.85,46.5,93.4,2021-07-30
Ballard County,KY,suppressed,25.3,93.4,2021-07-30
Barren County,KY,235.03,34.2,93.4,2021-07-30
Bath County,KY,136.00,39.6,93.4,2021-07-30
Bell County,KY,249.69,34,93.4,2021-07-30
Boone County,KY,127.26,52.1,93.4,2021-07-30
Bourbon County,KY,181.93,44,93.4,2021-07-30
Boyd County,KY,194.79,33.1,93.4,2021-07-30
Boyle County,KY,123.09,46.9,93.4,2021-07-30
Bracken County,KY,144.53,36,93.4,2021-07-30
Breathitt County,KY,102.93,34.9,93.4,2021-07-30
Breckinridge County,KY,219.76,32.1,93.4,2021-07-30
Bullitt County,KY,171.41,36.4,93.4,2021-07-30
Butler County,KY,124.23,34.6,93.4,2021-07-30
Caldwell County,KY,133.36,37.7,93.4,2021-07-30
Calloway County,KY,202.56,35.4,93.4,2021-07-30
Campbell County,KY,99.38,52.1,93.4,2021-07-30
Carlisle County,KY,0.00,28,93.4,2021-07-30
Carroll County,KY,131.69,37.3,93.4,2021-07-30
Carter County,KY,238.83,31.7,93.4,2021-07-30
Casey County,KY,191.84,25.2,93.4,2021-07-30
Christian County,KY,110.70,24,93.4,2021-07-30
Clark County,KY,182.00,44.3,93.4,2021-07-30
Clay County,KY,864.28,30.2,93.4,2021-07-30
Clinton County,KY,107.65,26.7,93.4,2021-07-30
Crittenden County,KY,suppressed,27.8,93.4,2021-07-30
Cumberland County,KY,suppressed,31.1,93.4,2021-07-30
Daviess County,KY,267.95,41.1,93.4,2021-07-30
Edmonson County,KY,suppressed,29.4,93.4,2021-07-30
Elliott County,KY,suppressed,24.9,93.4,2021-07-30
Estill County,KY,99.25,36.9,93.4,2021-07-30
Fayette County,KY,172.98,56.6,93.4,2021-07-30
Fleming County,KY,301.76,36.1,93.4,2021-07-30
Floyd County,KY,413.05,40.4,93.4,2021-07-30
Franklin County,KY,176.50,61.4,93.4,2021-07-30
Fulton County,KY,suppressed,40.2,93.4,2021-07-30
Gallatin County,KY,suppressed,30.6,93.4,2021-07-30
Garrard County,KY,152.84,37.1,93.4,2021-07-30
Grant County,KY,175.52,37.7,93.4,2021-07-30
Graves County,KY,182.47,31.5,93.4,2021-07-30
Grayson County,KY,174.06,35.9,93.4,2021-07-30
Green County,KY,210.22,32.2,93.4,2021-07-30
Greenup County,KY,182.35,33,93.4,2021-07-30
Hancock County,KY,suppressed,45.2,93.4,2021-07-30
Hardin County,KY,200.08,46,93.4,2021-07-30
Harlan County,KY,196.08,32.6,93.4,2021-07-30
Harrison County,KY,79.42,37.3,93.4,2021-07-30
Hart County,KY,320.46,25.9,93.4,2021-07-30
Henderson County,KY,300.82,37,93.4,2021-07-30
Henry County,KY,217.04,42.8,93.4,2021-07-30
Hickman County,KY,0.00,27.2,93.4,2021-07-30
Hopkins County,KY,328.96,38.4,93.4,2021-07-30
Jackson County,KY,630.20,23.9,93.4,2021-07-30
Jefferson County,KY,131.46,52.4,93.4,2021-07-30
Jessamine County,KY,149.68,43.7,93.4,2021-07-30
Johnson County,KY,202.81,33.7,93.4,2021-07-30
Kenton County,KY,77.85,50.2,93.4,2021-07-30
Knott County,KY,364.72,34.7,93.4,2021-07-30
Knox County,KY,391.72,26.5,93.4,2021-07-30
Larue County,KY,118.07,34.1,93.4,2021-07-30
Laurel County,KY,379.85,29.3,93.4,2021-07-30
Lawrence County,KY,137.10,32.2,93.4,2021-07-30
Lee County,KY,suppressed,36,93.4,2021-07-30
Leslie County,KY,172.12,36.4,93.4,2021-07-30
Letcher County,KY,440.77,38.8,93.4,2021-07-30
Lewis County,KY,241.05,24.6,93.4,2021-07-30
Lincoln County,KY,199.60,30.7,93.4,2021-07-30
Livingston County,KY,suppressed,35.8,93.4,2021-07-30
Logan County,KY,287.80,38,93.4,2021-07-30
Lyon County,KY,suppressed,46.9,93.4,2021-07-30
McCracken County,KY,131.46,41.6,93.4,2021-07-30
McCreary County,KY,63.84,30.9,93.4,2021-07-30
McLean County,KY,228.09,37.6,93.4,2021-07-30
Madison County,KY,189.27,38.9,93.4,2021-07-30
Magoffin County,KY,115.12,34.3,93.4,2021-07-30
Marion County,KY,145.28,40.5,93.4,2021-07-30
Marshall County,KY,244.37,40.2,93.4,2021-07-30
Martin County,KY,214.38,38.5,93.4,2021-07-30
Mason County,KY,175.75,39.9,93.4,2021-07-30
Meade County,KY,115.50,32.1,93.4,2021-07-30
Menifee County,KY,suppressed,33.9,93.4,2021-07-30
Mercer County,KY,136.78,42.9,93.4,2021-07-30
Metcalfe County,KY,327.67,28.4,93.4,2021-07-30
Monroe County,KY,131.46,33.9,93.4,2021-07-30
Montgomery County,KY,142.06,37.3,93.4,2021-07-30
Morgan County,KY,suppressed,36.9,93.4,2021-07-30
Muhlenberg County,KY,483.31,37.1,93.4,2021-07-30
Nelson County,KY,224.95,44.2,93.4,2021-07-30
Nicholas County,KY,suppressed,39.7,93.4,2021-07-30
Ohio County,KY,312.58,29,93.4,2021-07-30
Oldham County,KY,145.21,47.5,93.4,2021-07-30
Owen County,KY,128.43,29.2,93.4,2021-07-30
Owsley County,KY,suppressed,32.2,93.4,2021-07-30
Pendleton County,KY,143.93,34.4,93.4,2021-07-30
Perry County,KY,256.23,43.8,93.4,2021-07-30
Pike County,KY,184.88,38.1,93.4,2021-07-30
Powell County,KY,89.00,39.9,93.4,2021-07-30
Pulaski County,KY,237.00,35.4,93.4,2021-07-30
Robertson County,KY,suppressed,30.3,93.4,2021-07-30
Rockcastle County,KY,143.76,28,93.4,2021-07-30
Rowan County,KY,53.15,38.7,93.4,2021-07-30
Russell County,KY,139.49,34.6,93.4,2021-07-30
Scott County,KY,71.92,48.9,93.4,2021-07-30
Shelby County,KY,173.38,39.4,93.4,2021-07-30
Simpson County,KY,290.76,39.5,93.4,2021-07-30
Spencer County,KY,211.88,20.9,93.4,2021-07-30
Taylor County,KY,190.15,38.4,93.4,2021-07-30
Todd County,KY,170.82,27.9,93.4,2021-07-30
Trigg County,KY,suppressed,35.7,93.4,2021-07-30
Trimble County,KY,153.46,34.2,93.4,2021-07-30
Union County,KY,319.87,28.4,93.4,2021-07-30
Warren County,KY,239.28,35.3,93.4,2021-07-30
Washington County,KY,272.84,40.2,93.4,2021-07-30
Wayne County,KY,59.02,28.2,93.4,2021-07-30
Webster County,KY,324.52,32.5,93.4,2021-07-30
Whitley County,KY,352.97,32.7,93.4,2021-07-30
Wolfe County,KY,suppressed,38.2,93.4,2021-07-30
Woodford County,KY,160.84,59.2,93.4,2021-07-30
Acadia Parish,LA,478.68,32.4,96,2021-07-30
Allen Parish,LA,444.84,24.1,96,2021-07-30
Ascension Parish,LA,969.95,33.7,96,2021-07-30
Assumption Parish,LA,717.19,28.3,96,2021-07-30
Avoyelles Parish,LA,463.33,27.9,96,2021-07-30
Beauregard Parish,LA,434.70,21.9,96,2021-07-30
Bienville Parish,LA,370.06,32.7,96,2021-07-30
Bossier Parish,LA,376.26,31.5,96,2021-07-30
Caddo Parish,LA,390.09,33.4,96,2021-07-30
Calcasieu Parish,LA,371.62,28.2,96,2021-07-30
Caldwell Parish,LA,373.06,26.1,96,2021-07-30
Cameron Parish,LA,258.14,12.9,96,2021-07-30
Catahoula Parish,LA,600.38,25.2,96,2021-07-30
Claiborne Parish,LA,204.21,28.4,96,2021-07-30
Concordia Parish,LA,815.20,23.5,96,2021-07-30
De Soto Parish,LA,444.23,27.2,96,2021-07-30
East Baton Rouge Parish,LA,676.50,40.5,96,2021-07-30
East Carroll Parish,LA,233.20,30,96,2021-07-30
East Feliciana Parish,LA,1024.30,28,96,2021-07-30
Evangeline Parish,LA,485.10,23.8,96,2021-07-30
Franklin Parish,LA,624.53,25.1,96,2021-07-30
Grant Parish,LA,455.58,26.7,96,2021-07-30
Iberia Parish,LA,784.76,29.9,96,2021-07-30
Iberville Parish,LA,722.83,37.1,96,2021-07-30
Jackson Parish,LA,215.96,29.8,96,2021-07-30
Jefferson Parish,LA,653.88,47.5,96,2021-07-30
Jefferson Davis Parish,LA,363.43,23,96,2021-07-30
Lafayette Parish,LA,626.05,33.2,96,2021-07-30
Lafourche Parish,LA,917.90,29.4,96,2021-07-30
La Salle Parish,LA,409.62,26.2,96,2021-07-30
Lincoln Parish,LA,417.18,30.9,96,2021-07-30
Livingston Parish,LA,926.92,25.7,96,2021-07-30
Madison Parish,LA,483.97,27.3,96,2021-07-30
Morehouse Parish,LA,671.38,30.7,96,2021-07-30
Natchitoches Parish,LA,285.65,28.3,96,2021-07-30
Orleans Parish,LA,506.48,51.5,96,2021-07-30
Ouachita Parish,LA,589.77,31,96,2021-07-30
Plaquemines Parish,LA,607.84,41,96,2021-07-30
Pointe Coupee Parish,LA,593.65,37.7,96,2021-07-30
Rapides Parish,LA,502.13,32.4,96,2021-07-30
Red River Parish,LA,suppressed,23.9,96,2021-07-30
Richland Parish,LA,551.64,30.4,96,2021-07-30
Sabine Parish,LA,276.34,24.1,96,2021-07-30
St. Bernard Parish,LA,690.03,32.2,96,2021-07-30
St. Charles Parish,LA,879.47,40.3,96,2021-07-30
St. Helena Parish,LA,335.57,20,96,2021-07-30
St. James Parish,LA,857.98,35,96,2021-07-30
St. John the Baptist Parish,LA,744.68,41.1,96,2021-07-30
St. Landry Parish,LA,532.12,26.8,96,2021-07-30
St. Martin Parish,LA,630.72,25.2,96,2021-07-30
St. Mary Parish,LA,873.39,30.3,96,2021-07-30
St. Tammany Parish,LA,711.93,40.7,96,2021-07-30
Tangipahoa Parish,LA,1121.27,29.9,96,2021-07-30
Tensas Parish,LA,253.81,40.1,96,2021-07-30
Terrebonne Parish,LA,751.40,30.4,96,2021-07-30
Union Parish,LA,547.31,31.7,96,2021-07-30
Vermilion Parish,LA,786.41,23.6,96,2021-07-30
Vernon Parish,LA,463.85,30.9,96,2021-07-30
Washington Parish,LA,668.92,27.9,96,2021-07-30
Webster Parish,LA,404.28,29.7,96,2021-07-30
West Baton Rouge Parish,LA,869.07,35.4,96,2021-07-30
West Carroll Parish,LA,470.91,30.2,96,2021-07-30
West Feliciana Parish,LA,199.13,67.3,96,2021-07-30
Winn Parish,LA,560.99,31.3,96,2021-07-30
Androscoggin County,ME,20.32,54,96.3,2021-07-30
Aroostook County,ME,47.72,53.8,96.3,2021-07-30
Cumberland County,ME,39.66,71.3,96.3,2021-07-30
Franklin County,ME,suppressed,51.5,96.3,2021-07-30
Hancock County,ME,49.10,63.2,96.3,2021-07-30
Kennebec County,ME,49.06,56.2,96.3,2021-07-30
Knox County,ME,32.69,69.3,96.3,2021-07-30
Lincoln County,ME,28.87,66.7,96.3,2021-07-30
Oxford County,ME,36.22,53.5,96.3,2021-07-30
Penobscot County,ME,45.35,56.3,96.3,2021-07-30
Piscataquis County,ME,suppressed,50.2,96.3,2021-07-30
Sagadahoc County,ME,suppressed,64,96.3,2021-07-30
Somerset County,ME,57.44,48.1,96.3,2021-07-30
Waldo County,ME,103.24,57.5,96.3,2021-07-30
Washington County,ME,31.87,56.7,96.3,2021-07-30
York County,ME,43.34,64.4,96.3,2021-07-30
Allegany County,MD,22.72,43.6,98.6,2021-07-30
Anne Arundel County,MD,50.24,61.2,98.6,2021-07-30
Baltimore County,MD,39.16,57.2,98.6,2021-07-30
Calvert County,MD,42.15,54,98.6,2021-07-30
Caroline County,MD,38.92,45.4,98.6,2021-07-30
Carroll County,MD,21.37,59.5,98.6,2021-07-30
Cecil County,MD,62.22,45.6,98.6,2021-07-30
Charles County,MD,58.19,50.4,98.6,2021-07-30
Dorchester County,MD,53.24,47,98.6,2021-07-30
Frederick County,MD,39.68,60.8,98.6,2021-07-30
Garrett County,MD,34.47,40.3,98.6,2021-07-30
Harford County,MD,45.02,56.9,98.6,2021-07-30
Howard County,MD,35.62,69.4,98.6,2021-07-30
Kent County,MD,suppressed,56.5,98.6,2021-07-30
Montgomery County,MD,37.78,70.7,98.6,2021-07-30
Prince George's County,MD,52.90,53.5,98.6,2021-07-30
Queen Anne's County,MD,25.80,53.9,98.6,2021-07-30
St. Mary's County,MD,67.84,52.1,98.6,2021-07-30
Somerset County,MD,suppressed,38.5,98.6,2021-07-30
Talbot County,MD,40.34,61.3,98.6,2021-07-30
Washington County,MD,36.41,45.6,98.6,2021-07-30
Wicomico County,MD,68.53,43.4,98.6,2021-07-30
Worcester County,MD,47.82,57.8,98.6,2021-07-30
Baltimore city,MD,43.13,48.9,98.6,2021-07-30
Barnstable County,MA,107.99,4.5,89.4,2021-07-30
Berkshire County,MA,33.62,46.2,89.4,2021-07-30
Bristol County,MA,82.98,51.1,89.4,2021-07-30
Dukes County,MA,suppressed,3.3,89.4,2021-07-30
Essex County,MA,50.82,59.5,89.4,2021-07-30
Franklin County,MA,suppressed,56.2,89.4,2021-07-30
Hampden County,MA,64.76,50.9,89.4,2021-07-30
Hampshire County,MA,20.52,55.3,89.4,2021-07-30
Middlesex County,MA,53.55,65.7,89.4,2021-07-30
Nantucket County,MA,350.91,1.1,89.4,2021-07-30
Norfolk County,MA,46.97,64.6,89.4,2021-07-30
Plymouth County,MA,63.70,55.7,89.4,2021-07-30
Suffolk County,MA,73.89,58.9,89.4,2021-07-30
Worcester County,MA,52.01,55.7,89.4,2021-07-30
Alcona County,MI,suppressed,48.4,93.9,2021-07-30
Alger County,MI,0.00,53.9,93.9,2021-07-30
Allegan County,MI,61.82,41.2,93.9,2021-07-30
Alpena County,MI,137.30,44,93.9,2021-07-30
Antrim County,MI,suppressed,49.4,93.9,2021-07-30
Arenac County,MI,suppressed,42.7,93.9,2021-07-30
Baraga County,MI,suppressed,47.3,93.9,2021-07-30
Barry County,MI,58.49,38.9,93.9,2021-07-30
Bay County,MI,28.12,47.4,93.9,2021-07-30
Benzie County,MI,suppressed,55.2,93.9,2021-07-30
Berrien County,MI,36.51,44.7,93.9,2021-07-30
Branch County,MI,197.62,35.5,93.9,2021-07-30
Calhoun County,MI,67.83,40.4,93.9,2021-07-30
Cass County,MI,63.72,34.2,93.9,2021-07-30
Charlevoix County,MI,95.63,55.2,93.9,2021-07-30
Cheboygan County,MI,suppressed,43,93.9,2021-07-30
Chippewa County,MI,40.16,59.1,93.9,2021-07-30
Clare County,MI,48.47,37.1,93.9,2021-07-30
Clinton County,MI,55.28,46.7,93.9,2021-07-30
Crawford County,MI,suppressed,41,93.9,2021-07-30
Delta County,MI,55.89,51.5,93.9,2021-07-30
Dickinson County,MI,39.62,55.4,93.9,2021-07-30
Eaton County,MI,36.28,46,93.9,2021-07-30
Emmet County,MI,35.91,61.7,93.9,2021-07-30
Genesee County,MI,37.46,40.1,93.9,2021-07-30
Gladwin County,MI,suppressed,40,93.9,2021-07-30
Gogebic County,MI,suppressed,51.6,93.9,2021-07-30
Grand Traverse County,MI,62.31,57,93.9,2021-07-30
Gratiot County,MI,34.39,36.6,93.9,2021-07-30
Hillsdale County,MI,46.05,30.4,93.9,2021-07-30
Houghton County,MI,suppressed,42.6,93.9,2021-07-30
Huron County,MI,71.01,45.3,93.9,2021-07-30
Ingham County,MI,58.82,46.9,93.9,2021-07-30
Ionia County,MI,57.19,37.7,93.9,2021-07-30
Iosco County,MI,suppressed,46.2,93.9,2021-07-30
Iron County,MI,suppressed,46.9,93.9,2021-07-30
Isabella County,MI,30.05,35.7,93.9,2021-07-30
Jackson County,MI,66.24,42.1,93.9,2021-07-30
Kalamazoo County,MI,55.46,49.6,93.9,2021-07-30
Kalkaska County,MI,77.61,39.4,93.9,2021-07-30
Kent County,MI,43.08,49,93.9,2021-07-30
Keweenaw County,MI,0.00,48,93.9,2021-07-30
Lake County,MI,suppressed,48.8,93.9,2021-07-30
Lapeer County,MI,26.25,37.6,93.9,2021-07-30
Leelanau County,MI,suppressed,70.4,93.9,2021-07-30
Lenawee County,MI,43.68,39.7,93.9,2021-07-30
Livingston County,MI,52.61,49.1,93.9,2021-07-30
Luce County,MI,suppressed,37.5,93.9,2021-07-30
Mackinac County,MI,0.00,61.2,93.9,2021-07-30
Macomb County,MI,54.12,46.1,93.9,2021-07-30
Manistee County,MI,suppressed,49.3,93.9,2021-07-30
Marquette County,MI,suppressed,55.1,93.9,2021-07-30
Mason County,MI,65.19,50.1,93.9,2021-07-30
Mecosta County,MI,suppressed,32.8,93.9,2021-07-30
Menominee County,MI,43.90,57.1,93.9,2021-07-30
Midland County,MI,33.67,47.8,93.9,2021-07-30
Missaukee County,MI,suppressed,38.8,93.9,2021-07-30
Monroe County,MI,48.50,36.3,93.9,2021-07-30
Montcalm County,MI,17.22,33.1,93.9,2021-07-30
Montmorency County,MI,suppressed,44.6,93.9,2021-07-30
Muskegon County,MI,55.31,43.6,93.9,2021-07-30
Newaygo County,MI,22.46,34.4,93.9,2021-07-30
Oakland County,MI,52.72,54.9,93.9,2021-07-30
Oceana County,MI,suppressed,42.5,93.9,2021-07-30
Ogemaw County,MI,47.63,36.8,93.9,2021-07-30
Ontonagon County,MI,suppressed,58.8,93.9,2021-07-30
Osceola County,MI,suppressed,33.6,93.9,2021-07-30
Oscoda County,MI,suppressed,35.5,93.9,2021-07-30
Otsego County,MI,suppressed,46.9,93.9,2021-07-30
Ottawa County,MI,36.67,46.1,93.9,2021-07-30
Presque Isle County,MI,suppressed,51.4,93.9,2021-07-30
Roscommon County,MI,suppressed,46.7,93.9,2021-07-30
Saginaw County,MI,76.62,43.2,93.9,2021-07-30
St. Clair County,MI,30.16,40.9,93.9,2021-07-30
St. Joseph County,MI,63.97,35.5,93.9,2021-07-30
Sanilac County,MI,suppressed,35.7,93.9,2021-07-30
Schoolcraft County,MI,suppressed,42.6,93.9,2021-07-30
Shiawassee County,MI,60.19,41.6,93.9,2021-07-30
Tuscola County,MI,59.34,36.8,93.9,2021-07-30
Van Buren County,MI,72.68,44.3,93.9,2021-07-30
Washtenaw County,MI,41.62,56.8,93.9,2021-07-30
Wayne County,MI,42.70,41.9,93.9,2021-07-30
Wexford County,MI,32.71,40.4,93.9,2021-07-30
Aitkin County,MN,62.95,49.2,94.6,2021-07-30
Anoka County,MN,79.01,44.6,94.6,2021-07-30
Becker County,MN,suppressed,43.1,94.6,2021-07-30
Beltrami County,MN,36.03,45.7,94.6,2021-07-30
Benton County,MN,75.82,29.6,94.6,2021-07-30
Big Stone County,MN,suppressed,54.4,94.6,2021-07-30
Blue Earth County,MN,42.87,48.7,94.6,2021-07-30
Brown County,MN,suppressed,53.4,94.6,2021-07-30
Carlton County,MN,suppressed,50.6,94.6,2021-07-30
Carver County,MN,62.80,51.7,94.6,2021-07-30
Cass County,MN,33.58,41,94.6,2021-07-30
Chippewa County,MN,suppressed,40.5,94.6,2021-07-30
Chisago County,MN,53.02,44.6,94.6,2021-07-30
Clay County,MN,17.13,28.9,94.6,2021-07-30
Clearwater County,MN,suppressed,34,94.6,2021-07-30
Cook County,MN,0.00,69.1,94.6,2021-07-30
Cottonwood County,MN,suppressed,44.7,94.6,2021-07-30
Crow Wing County,MN,58.41,45.4,94.6,2021-07-30
Dakota County,MN,58.27,54.4,94.6,2021-07-30
Dodge County,MN,109.87,46.7,94.6,2021-07-30
Douglas County,MN,81.28,45.8,94.6,2021-07-30
Faribault County,MN,suppressed,45.4,94.6,2021-07-30
Fillmore County,MN,75.95,54.6,94.6,2021-07-30
Freeborn County,MN,95.77,46.3,94.6,2021-07-30
Goodhue County,MN,45.32,53.6,94.6,2021-07-30
Grant County,MN,0.00,45.5,94.6,2021-07-30
Hennepin County,MN,65.65,59.5,94.6,2021-07-30
Houston County,MN,59.14,35.5,94.6,2021-07-30
Hubbard County,MN,55.84,37.7,94.6,2021-07-30
Isanti County,MN,49.27,31.2,94.6,2021-07-30
Itasca County,MN,26.59,44.9,94.6,2021-07-30
Jackson County,MN,suppressed,39.1,94.6,2021-07-30
Kanabec County,MN,suppressed,32.2,94.6,2021-07-30
Kandiyohi County,MN,76.39,40.1,94.6,2021-07-30
Kittson County,MN,suppressed,44.8,94.6,2021-07-30
Koochiching County,MN,suppressed,48.3,94.6,2021-07-30
Lac qui Parle County,MN,suppressed,48.1,94.6,2021-07-30
Lake County,MN,suppressed,55.1,94.6,2021-07-30
Lake of the Woods County,MN,suppressed,46.7,94.6,2021-07-30
Le Sueur County,MN,58.85,37.4,94.6,2021-07-30
Lincoln County,MN,suppressed,39.5,94.6,2021-07-30
Lyon County,MN,54.96,43.7,94.6,2021-07-30
McLeod County,MN,66.87,44.4,94.6,2021-07-30
Mahnomen County,MN,0.00,47.9,94.6,2021-07-30
Marshall County,MN,suppressed,35,94.6,2021-07-30
Martin County,MN,suppressed,44.9,94.6,2021-07-30
Meeker County,MN,94.74,37.7,94.6,2021-07-30
Mille Lacs County,MN,76.11,45.8,94.6,2021-07-30
Morrison County,MN,53.91,36.8,94.6,2021-07-30
Mower County,MN,32.45,49,94.6,2021-07-30
Murray County,MN,suppressed,42.2,94.6,2021-07-30
Nicollet County,MN,32.09,50.7,94.6,2021-07-30
Nobles County,MN,87.85,46.1,94.6,2021-07-30
Norman County,MN,suppressed,44.3,94.6,2021-07-30
Olmsted County,MN,53.07,60.7,94.6,2021-07-30
Otter Tail County,MN,44.26,38.8,94.6,2021-07-30
Pennington County,MN,suppressed,39.6,94.6,2021-07-30
Pine County,MN,suppressed,37.7,94.6,2021-07-30
Pipestone County,MN,suppressed,43.2,94.6,2021-07-30
Polk County,MN,suppressed,31.7,94.6,2021-07-30
Pope County,MN,suppressed,46,94.6,2021-07-30
Ramsey County,MN,64.14,56.4,94.6,2021-07-30
Red Lake County,MN,0.00,42.9,94.6,2021-07-30
Redwood County,MN,suppressed,41.7,94.6,2021-07-30
Renville County,MN,75.61,44.1,94.6,2021-07-30
Rice County,MN,76.15,51.8,94.6,2021-07-30
Rock County,MN,suppressed,42.2,94.6,2021-07-30
Roseau County,MN,suppressed,40.9,94.6,2021-07-30
St. Louis County,MN,54.25,53.7,94.6,2021-07-30
Scott County,MN,51.67,53.7,94.6,2021-07-30
Sherburne County,MN,63.76,33.1,94.6,2021-07-30
Sibley County,MN,suppressed,37.4,94.6,2021-07-30
Stearns County,MN,65.19,44,94.6,2021-07-30
Steele County,MN,30.01,48.5,94.6,2021-07-30
Stevens County,MN,suppressed,45.5,94.6,2021-07-30
Swift County,MN,suppressed,45.8,94.6,2021-07-30
Todd County,MN,60.82,32.9,94.6,2021-07-30
Traverse County,MN,suppressed,49.1,94.6,2021-07-30
Wabasha County,MN,suppressed,58.2,94.6,2021-07-30
Wadena County,MN,suppressed,39.1,94.6,2021-07-30
Waseca County,MN,59.10,45.7,94.6,2021-07-30
Washington County,MN,55.63,54.3,94.6,2021-07-30
Watonwan County,MN,suppressed,45.1,94.6,2021-07-30
Wilkin County,MN,suppressed,24.4,94.6,2021-07-30
Winona County,MN,57.44,49.2,94.6,2021-07-30
Wright County,MN,70.10,41.3,94.6,2021-07-30
Yellow Medicine County,MN,suppressed,45.9,94.6,2021-07-30
Adams County,MS,247.61,36.6,98.3,2021-07-30
Alcorn County,MS,189.43,27,98.3,2021-07-30
Amite County,MS,382.21,25.3,98.3,2021-07-30
Attala County,MS,302.63,34.3,98.3,2021-07-30
Benton County,MS,254.27,32.1,98.3,2021-07-30
Bolivar County,MS,146.92,41.8,98.3,2021-07-30
Calhoun County,MS,264.61,26.7,98.3,2021-07-30
Carroll County,MS,191.01,28.9,98.3,2021-07-30
Chickasaw County,MS,157.87,33.5,98.3,2021-07-30
Choctaw County,MS,158.34,24.1,98.3,2021-07-30
Claiborne County,MS,111.26,36.3,98.3,2021-07-30
Clarke County,MS,308.86,36.1,98.3,2021-07-30
Clay County,MS,279.56,31.3,98.3,2021-07-30
Coahoma County,MS,239.56,33.5,98.3,2021-07-30
Copiah County,MS,395.51,35.5,98.3,2021-07-30
Covington County,MS,590.26,31.1,98.3,2021-07-30
DeSoto County,MS,177.35,34.6,98.3,2021-07-30
Forrest County,MS,684.94,27.6,98.3,2021-07-30
Franklin County,MS,259.30,31.5,98.3,2021-07-30
George County,MS,432.65,25,98.3,2021-07-30
Greene County,MS,323.86,24.4,98.3,2021-07-30
Grenada County,MS,149.34,34.8,98.3,2021-07-30
Hancock County,MS,482.87,27.5,98.3,2021-07-30
Harrison County,MS,460.40,35.9,98.3,2021-07-30
Hinds County,MS,496.89,39.9,98.3,2021-07-30
Holmes County,MS,264.55,39.7,98.3,2021-07-30
Humphreys County,MS,124.01,37.2,98.3,2021-07-30
Issaquena County,MS,suppressed,28.5,98.3,2021-07-30
Itawamba County,MS,192.39,25,98.3,2021-07-30
Jackson County,MS,619.70,29.5,98.3,2021-07-30
Jasper County,MS,274.67,32.2,98.3,2021-07-30
Jefferson County,MS,228.90,46,98.3,2021-07-30
Jefferson Davis County,MS,305.54,28.8,98.3,2021-07-30
Jones County,MS,442.01,28.1,98.3,2021-07-30
Kemper County,MS,174.50,30,98.3,2021-07-30
Lafayette County,MS,164.76,42.4,98.3,2021-07-30
Lamar County,MS,525.71,39.3,98.3,2021-07-30
Lauderdale County,MS,435.75,35.6,98.3,2021-07-30
Lawrence County,MS,405.21,37.9,98.3,2021-07-30
Leake County,MS,307.21,30.6,98.3,2021-07-30
Lee County,MS,330.07,31.4,98.3,2021-07-30
Leflore County,MS,219.99,42.6,98.3,2021-07-30
Lincoln County,MS,228.38,25.7,98.3,2021-07-30
Lowndes County,MS,450.55,35.2,98.3,2021-07-30
Madison County,MS,251.24,46.5,98.3,2021-07-30
Marion County,MS,187.20,27.8,98.3,2021-07-30
Marshall County,MS,133.17,34.3,98.3,2021-07-30
Monroe County,MS,212.75,35,98.3,2021-07-30
Montgomery County,MS,214.83,37,98.3,2021-07-30
Neshoba County,MS,340.00,26.3,98.3,2021-07-30
Newton County,MS,271.20,35.3,98.3,2021-07-30
Noxubee County,MS,345.59,38.4,98.3,2021-07-30
Oktibbeha County,MS,320.65,38.4,98.3,2021-07-30
Panola County,MS,140.38,30.8,98.3,2021-07-30
Pearl River County,MS,505.99,28.6,98.3,2021-07-30
Perry County,MS,208.80,24.1,98.3,2021-07-30
Pike County,MS,348.71,33.4,98.3,2021-07-30
Pontotoc County,MS,226.89,29.2,98.3,2021-07-30
Prentiss County,MS,234.82,30.7,98.3,2021-07-30
Quitman County,MS,176.68,33.4,98.3,2021-07-30
Rankin County,MS,360.66,36.4,98.3,2021-07-30
Scott County,MS,334.23,31.2,98.3,2021-07-30
Sharkey County,MS,suppressed,40,98.3,2021-07-30
Simpson County,MS,300.10,29.9,98.3,2021-07-30
Smith County,MS,207.34,21.9,98.3,2021-07-30
Stone County,MS,1058.03,28.8,98.3,2021-07-30
Sunflower County,MS,183.19,37.2,98.3,2021-07-30
Tallahatchie County,MS,144.83,28.1,98.3,2021-07-30
Tate County,MS,134.18,28.5,98.3,2021-07-30
Tippah County,MS,349.76,28.1,98.3,2021-07-30
Tishomingo County,MS,149.62,27.5,98.3,2021-07-30
Tunica County,MS,321.84,31.4,98.3,2021-07-30
Union County,MS,274.16,27.4,98.3,2021-07-30
Walthall County,MS,293.99,25.5,98.3,2021-07-30
Warren County,MS,193.91,39.6,98.3,2021-07-30
Washington County,MS,179.92,34.1,98.3,2021-07-30
Wayne County,MS,336.92,23.5,98.3,2021-07-30
Webster County,MS,381.88,33,98.3,2021-07-30
Wilkinson County,MS,393.97,44.5,98.3,2021-07-30
Winston County,MS,66.83,33.4,98.3,2021-07-30
Yalobusha County,MS,173.44,45.1,98.3,2021-07-30
Yazoo County,MS,276.19,29.9,98.3,2021-07-30
